record_id,title,exclusion_reason,terminal_state,reason_detail,reason_source
2-s2.0-85116615470,Infodemia – an analysis of fake news in polish news portals and traditional media during the coronavirus pandemic,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,The 25.74% is the share of a fact-check-collected set of 101 false-news items that appeared in opinion-forming media. Denominator = curated misinfo corpus (selected BY false status via fact-checking s,drop_audit.json
2-s2.0-85121470014,Be Careful Who You Follow: The Impact of the Initial Set of Friends on COVID-19 Vaccine Tweets,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,DROP. The 35% / 6% figures are shares of ANTI-VACCINATION (AGAINST) tweets in bot-seeded Twitter timelines. Anti-vaccine STANCE/sentiment is not misinformation,stepb_drops_queue.csv
2-s2.0-85121947105,Mis-tweeting communication: a Vaccine Hesitancy analysis among twitter users in Italy,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,"Both rows measure anti-vaccine STANCE, not misinformation (L29: anti-vaccine stance != misinformation-prevalence). 24.1% of tweets and 29.6% of users classified",stepb_drops_queue.csv
2-s2.0-85121973418,Tracking Private WhatsApp Discourse about COVID-19 in Singapore: Longitudinal Infodemiology Study,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,Forwarding volume proxy not verified misinfo; construct mismatch [rule L3],proposals.csv
2-s2.0-85130261318,"Misinformation and Instant Access: Inconsistent Reporting during Extreme Climatic Events, Reflecting on Tropical Cyclone Idai","No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,DROP. (1) Construct mismatch (L3): the study measures reporting inconsistency / quality of disaster journalism (which articles cited official-source wind speeds,stepb_drops_queue.csv
2-s2.0-85130752897,The supply and demand of news during COVID-19 and assessment of questionable sources production,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,"DROP. (1) Source/website-level, not content (L27 / protocol step 3): the 1.98% (134,793/6,806,881) is the share of items from outlets ANNOTATED as questionable",stepb_drops_queue.csv
2-s2.0-85130786472,Rhetoric of parliamentary disinformation on Twitter,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,DROP (translated from Spanish). The 14% (344/2307) is the share of parliamentarians' most-retweeted tweets that touch THEMES susceptible to disinformation (COVI,stepb_drops_queue.csv
2-s2.0-85131873827,Sentinel node approach to monitoring online COVID-19 misinformation,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,"DROP. Non-neutral, doubly-stratified sampling frame -> the prevalence figures are sampling artifacts, not population/topical content prevalence. (1) The 1151 tw",stepb_drops_queue.csv
2-s2.0-85132455715,Understanding How and by Whom COVID-19 Misinformation is Spread on Social Media: Coding and Network Analyses,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,"DROP_STUDY. Entire corpus is built BY misinfo status: posts were collected only because they matched 1,065 fact-check-confirmed false claims (11,450 misinfo pos",stepb_drops_queue.csv
2-s2.0-85132665364,Understanding the content of COVID-19 vaccination and pregnancy videos on YouTube: An analysis of videos published at the start of the vaccine rollout,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,Sample = 50 most-viewed English YouTube videos on 'pregnancy and COVID-19 vaccine' (topic-neutral as to misinfo). However the extracted rows code 'anti-vaccinat,stepb_drops_queue.csv
2-s2.0-85133711848,The Disinformation Dozen: An Exploratory Analysis of Covid-19 Disinformation Proliferation on Twitter,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,Disinfo Dozen concentration cited from CCDH; not own measurement [rule L6],proposals.csv
2-s2.0-85134791169,A scoping review of COVID-19 online mis/disinformation in Black communities,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,review pooled estimate (secondary source),decided_drops.csv
2-s2.0-85135423153,Assessing the influence of French vaccine critics during the two first years of the COVID-19 pandemic,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,"DROP. The extracted 15.2% = 209,940 vaccine-critical tweets / (209,940 + 1,171,511) is the share of vaccine-critical vs media tweets WITHIN a hand-curated 765-U",stepb_drops_queue.csv
2-s2.0-85137393348,Bots’ Activity on COVID-19 Pro and Anti-Vaccination Networks: Analysis of Spanish-Written Messages on Twitter,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,DROP per L12 (bot/account metrics != misinfo prevalence): both rows are the % of accounts in a pro/anti-vaccination Twitter network classified as bots by Botome,stepb_drops_queue.csv
2-s2.0-85138264705,Rumors in Retweet: Ideological Asymmetry in the Failure to Correct Misinformation,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,Denominator pre-selected to fake-news-domain shares; ideological breakdown within misinfo [rule L1],proposals.csv
2-s2.0-85139981135,Disinformation and vaccines on social networks: Behavior of hoaxes on Twitter,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,"DROP. The 42.7% = 15,513 entailment / 36,292 is the share of ENDORSING vs DENYING tweets within a sample that was selected BY hoax status: tweets were retrieved",stepb_drops_queue.csv
2-s2.0-85140381972,WhatsApp as a disinformation platform: case study of the Brazilian presidential elections,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,DROP. The single stored row (30% fabricated) is a composition breakdown WITHIN an already-disinfo set: the 393 multimedia contents were PRE-FILTERED as having ',stepb_drops_queue.csv
2-s2.0-85140920033,"The voice of few, the opinions of many: Evidence of social biases in Twitter COVID-19 fake news sharing","No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,DROP. The '14% creators / 86% consumers' figure is the share of fake-news SPREADERS classified as creators ('a minority of accounts is responsible for the major,stepb_drops_queue.csv
2-s2.0-85141753781,Rapid Sharing of Islamophobic Hate on Facebook: The Case of the Tablighi Jamaat Controversy,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,"DROP. The 72.7% (8 of 11 links not authentic) is the composition of the top-20 most-shared links produced by 11 manually-selected ANTI-MUSLIM (hate-spreading, p",stepb_drops_queue.csv
2-s2.0-85143439392,COVID-19 Infodemic: A study on the Fragile Five countries,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,Denominator is fact-checked claims pre-selected to be checkworthy/likely false [rule L1],proposals.csv
2-s2.0-85144978737,"The Prevalence, Features, Influencing Factors, and Solutions for COVID-19 Vaccine Misinformation: Systematic Review","No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,Review/meta range of vaccine-misinfo prevalence estimates [rule L7],proposals.csv
2-s2.0-85146423472,Stop the [Image] Steal: The Role and Dynamics of Visual Content in the 2020 U.S. Election Misinformation Campaign,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,DROP (L24/L26 circular + QUALITY-not-falsity). The 40 images were selected as the most-popular images shared by promoters within the 'Stop the Steal' voter-frau,stepb_drops_queue.csv
2-s2.0-85146480094,"The suggestive nature of words. Media coverage of homeopathy, acupuncture, reiki and Bach flower remedies in Spanish press 2011-2016","No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,"DROP both rows / DROP_STUDY. (1) '46.2% pro-CAM stance' is a STANCE measure (favourable editorial position toward pseudoscience), not a measure of % false conte",stepb_drops_queue.csv
2-s2.0-85147515236,YOUTUBEASASOURCE OFINFORMATIONABOUT UNPROVENDRUGSFOR COVID-19: the role of the mainstream media and recommendation algorithms in promoting misinformation,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,"DROP_STUDY. The '43% pro-HCQ videos' (323/751) is a STANCE measure, not a misinfo measure. Authors state explicitly (Methods): 'we solely considered the positio",stepb_drops_queue.csv
2-s2.0-85148600371,Anti-vaccination attitude trends during the COVID-19 pandemic: A machine learning-based analysis of tweets,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,"All five rows (2.49% global; 3.45% US / 2.74% UK / 2.46% AU / 1.86% CA) are the share of vaccine-related tweets classified as ANTI-VACCINATION STANCE, not as fa",stepb_drops_queue.csv
2-s2.0-85151055175,Research note: Lies and presidential debates: How political misinformation spread across media streams during the 2020 election,"No qualifying estimate at full text: no denominator, curated sample, wrong construct, or secondary source",DROPPED,"DROP all 6 rows (construct mismatch, L3). The reported %s are the RATIO of misinfo-TOPIC MENTIONS to total information units (footnote 8), aggregated by topic s",stepb_drops_queue.csv
